PLAsTiCC_obj_id,g_pk_time,r_pk_time,i_pk_time,z_pk_time,y_pk_time,g_pk_mag,r_pk_mag,i_pk_mag,z_pk_mag,y_pk_mag,g_alpha,g_beta,r_alpha,r_beta,i_alpha,i_beta,z_alpha,z_beta,y_alpha,y_beta,g_err_time,r_err_time,i_err_time,z_err_time,y_err_time,g_err_mag,r_err_mag,i_err_mag,z_err_mag,y_err_mag,g_err_alpha,g_err_beta,r_err_alpha,r_err_beta,i_err_alpha,i_err_beta,z_err_alpha,z_err_beta,y_err_alpha,y_err_beta,type,photo_z
73281,,59913.49687,59919.8773,59917.41583,59920.0702,,-19.896068,-20.516329,-20.605605,-20.569347,,,-8.90813659,0.260726307,-7.387108294,1.148741488,-2.456004334,1.198910321,0.002695754,0.717826001,,0.724788219,0.947975515,1.538636934,4.720113959,,0.029703819,0.028559537,0.03100657,0.088532508,,,0.934333915,0.278047339,0.375320318,0.168537245,0.352322338,0.16934122,0.674821634,0.389541172,SN II,1.004
73292,,60144.97446,60147.13103,60153.50336,60146.41889,,-19.248783,-19.439897,-19.478553,-19.73701,,,-6.599194789,0.491982401,-3.221716666,0.67727606,-0.356820943,0.526083738,1.28231444,-0.075174857,,0.605557564,3.388656943,1.878271476,1.711930323,,8.132201867,0.117916612,0.041035898,2.087125184,,,0.690488504,0.241728462,0.277128333,0.134518185,0.2553783,0.136720709,0.479753235,0.292196165,SN Ia,0.623
73317,60572.71636,60579.99564,60582.97782,,,-19.251978,-19.073614,-19.023699,,,-8.054199678,-0.194757551,-8.163159895,0.542589068,-5.835425783,0.951244051,,,,,3.434658523,1.441275756,0.741802108,,,7.146803586,0.056066048,2.86680971,,,2.493585273,0.472502462,0.857728718,0.278108933,0.342956585,0.167794653,,,,,SN II,0.853
73392,59825.63976,59833.01062,59836.02882,,,-19.532393,-19.121303,-18.843324,,,-8.065404547,-0.200531165,-7.260388984,0.640298017,-5.946558169,0.962049641,,,,,3.468344533,3.270592105,0.748042215,,,10.30229466,0.114587943,5.431000077,,,2.522527507,0.476935903,0.843187891,0.294424884,0.345828065,0.169260302,,,,,SN II,0.863
73410,60217.52951,60219.9251,60222.0569,60221.42351,60221.08151,-19.082554,-19.863307,-19.704256,-19.703971,-19.645625,-8.62775705,-0.319611791,-5.364208635,0.458546935,-1.598080784,0.750289375,0.302099192,0.208962165,1.91663956,-0.09970757,0.288569418,0.218656218,0.407543272,0.50409408,1.168953381,0.021217546,0.009133914,0.010868399,0.015446561,0.038232495,0.946451397,0.264244148,0.417155346,0.137918088,0.216779771,0.092803867,0.213835263,0.103939051,0.382722974,0.223848844,SN Ia,0.486
73415,60594.94893,60599.97129,60602.06954,60603.45071,,-18.301641,-18.297289,-17.780332,-18.194896,,-7.559184145,-0.052170409,-6.472133618,0.478861978,-3.100697274,0.685622483,-0.280375806,0.494271327,,,2.634158055,1.002726077,0.596580045,0.926718835,,5.022089388,0.050772168,1.130321458,0.622708146,,1.828099099,0.367786687,0.660527541,0.229912043,0.2760927,0.133457711,0.263563706,0.136742833,,,SN II,0.607
73456,60166.37651,60170.65699,60172.15566,60171.32546,60171.03435,-18.446615,-19.511198,-19.397319,-19.379136,-19.179872,-6.689331714,0.090989873,-5.300067548,0.526144843,-1.020214989,0.548071305,0.581247174,0.181022293,1.736998925,-0.352613222,0.963955698,0.297981543,0.345913121,0.53661802,1.408298187,0.02083466,0.012002151,0.014512882,0.018891761,0.049363994,1.058873533,0.287912188,0.316359983,0.143520316,0.168392733,0.091129672,0.180870902,0.103188821,0.363149265,0.223188396,SN Ia,0.454
73480,,59855.64659,59859.7418,59861.562,,,-19.116237,-20.104488,-20.564461,,,,-9.760185853,0.632376303,-9.373565096,1.156841378,-3.347690817,1.565633391,,,,0.942464068,1.563231419,3.052177121,,,3.863292418,0.048763392,0.045215686,,,,1.236952979,0.378805935,0.432350175,0.207495605,0.402355084,0.201380976,,,SN Ia,1.163
73560,59804.95489,59809.01672,59810.67477,59811.0726,,-17.487309,-17.334084,-17.380747,-17.589156,,-7.711024135,-0.127035464,-5.303710475,0.455814469,-1.716870762,0.552479557,0.41028434,0.238844372,,,1.204321961,0.532399598,0.0001087,0.616399358,,0.069360411,0.975797023,0.083730451,0.229475432,,1.518684399,0.316687866,0.579377099,0.211804816,0.238891723,0.116988423,0.235157249,0.124034931,,,SN II,0.484
73613,60221.38338,60216.79756,60227.85056,60227.85056,,-18.356347,-18.679553,-18.064802,-18.08831,,-7.475473199,-0.035726136,-6.228793827,0.442510218,-2.689207046,0.725243378,-0.103193778,0.460406458,,,2.649421335,2.123925493,0,0,,4.47706538,0.091178739,0.056756247,0.083377712,,1.758264279,0.356555632,0.590027476,0.226145103,0.266816586,0.127303828,0.256502163,0.132625884,,,SN II,0.579
73663,59836.594,59841.45138,59846.429,59850.93396,59844.63461,-18.173996,-17.905637,-18.018667,-18.138263,-17.501312,-5.146960371,0.314012657,-1.014075213,0.290123925,0.355920138,0.206030106,0.943624458,-0.014732195,2.130530364,-0.387315773,1.893099956,1.152400745,0,0.979818033,1.36139658,0.063427418,0.027323959,0.031697358,0.05551453,1.278703945,0.780017839,0.270173244,0.33110408,0.176673512,0.187637857,0.099878213,0.217275122,0.11502762,0.378392439,0.229553335,SN II,0.405
73668,,60195.06061,60199.4773,60211.9653,,,-19.385085,-19.233406,-19.166565,,,,-7.835717529,0.350540449,-4.791277121,1.079097672,-1.163667683,0.916178992,,,,0.754506047,0,0,,,0.028279051,0.048156444,0.072145811,,,,0.713264929,0.235075595,0.315280826,0.149822275,0.304002449,0.155865445,,,SN II,0.784
73710,59882.98828,,59888.6804,,,-18.435671,,-17.742477,,,-7.250995564,0.003059334,,,-1.688998209,0.524121391,,,,,2.446373951,,0,,,5.926492799,,0.104823236,,,1.596374094,0.330492104,,,0.244022025,0.121015142,,,,,SN II,0.512
73716,,60609.26601,60612.13751,60613.46643,60612.37367,,-19.32387,-20.030379,-19.808951,-19.815934,,,-8.167924892,0.385592093,-5.204682247,0.859362088,-1.269722467,0.872790916,0.648574153,0.171038659,,0.816776341,0.647568341,1.441594858,2.011992945,,0.025915712,0.02279733,0.042226187,0.538527348,,,0.829388823,0.266095045,0.324996986,0.154297633,0.30764581,0.156924061,0.566067696,0.347264403,SN Ia,0.794
73723,,59789.80479,59792.80913,59794.16148,59793.29343,,-18.939223,-19.995066,-19.886302,-19.743409,,,-8.347710896,0.553283003,-5.805788908,1.034876334,-1.675653905,1.071056313,0.379021873,0.263226766,,0.745482823,0.810638901,1.475875212,2.146603555,,2.532695815,0.037531959,0.053813515,0.741695301,,,0.908266341,0.298792485,0.335644278,0.158989499,0.318115995,0.163350852,0.604006195,0.368927276,SN Ia,0.859
73737,,60340.92391,60343.87908,60345.02155,,,-19.546697,-20.231391,-20.119279,,,,-9.288953555,0.356394881,-6.947436346,1.037972812,-2.055092927,1.268149578,,,,1.359764231,1.233400043,2.36199192,,,0.051422072,0.035431947,0.04736547,,,,0.983249826,0.306017536,0.369990909,0.176285149,0.347702747,0.17434221,,,SN Ia,0.952
73787,59899.74149,59901.63413,59907.67841,59908.67428,,-17.529029,-18.579878,-19.048886,-19.275174,,-7.811630245,-0.110638804,-7.425353794,0.438225405,-4.342005917,0.704241279,-0.831964537,0.682439703,,,3.064873367,1.679634609,0.923835745,1.47914882,,7.683340344,0.050171623,0.045549061,0.051641242,,2.091169435,0.409645786,0.755671174,0.255772784,0.29913155,0.142618213,0.284116084,0.143709529,,,SN Ibc,0.708
73815,59885.33156,59889.81154,59891.44196,59890.90263,,-18.455381,-18.283205,-18.156089,-18.015214,,-9.519651881,-0.728669604,-5.934318882,0.472718277,-2.45503622,0.622950485,0.020708095,0.366969213,,,0.576446334,2.455629771,2.554430053,3.510168784,,0.040577281,3.567290453,1.669909341,1.022116316,,1.4613612,0.295906415,0.629537032,0.225351633,0.261759636,0.126016688,0.250949313,0.13073992,,,SN II,0.549
73829,59774.57027,59779.22545,59781.22475,59782.6314,59780.40155,-18.326666,-19.595316,-19.586138,-19.705144,-19.529185,-7.524306999,-0.045694296,-7.508621251,-0.080882803,-3.412692637,0.442317895,-0.299120396,0.403690697,1.388458225,-0.114547556,2.703066909,0.341992684,0.499446197,0.861333282,1.656939978,5.427035353,0.022211647,0.024983702,0.029555489,0.695603723,1.800875371,0.363356188,0.54528083,0.187788132,0.258194447,0.116154654,0.246855717,0.123782698,0.465971465,0.283682601,SN Ia,0.596
73870,60203.51295,60206.49913,60209.78146,60211.9462,60213.55706,-18.702702,-19.986503,-19.990311,-19.981021,-19.81928,-8.4471463,-0.188450826,-6.014335622,0.725132687,-3.159345025,0.685635376,-0.318200658,0.491340164,1.34787868,-0.101476271,0.681411409,0.342139854,0.912460496,1.212402432,2.557828321,0.055641821,0.018938679,0.022010894,0.025560428,0.059343075,1.540397306,0.344608649,0.485621314,0.172943769,0.260211537,0.130969809,0.240485627,0.130412402,0.458708379,0.276855734,SN Ia,0.605
73891,60049.36731,60053.01784,60055.50627,60056.30018,60054.43442,-18.827453,-19.942741,-20.012326,-20.022216,-19.768942,-7.383548526,-0.019579553,-5.318608109,0.751888218,-2.271352546,0.860566527,0.010693149,0.372083533,1.560111874,-0.177342951,2.563635133,0.429520861,0.37699249,0.648600458,1.581430199,5.138031901,0.018266663,0.021459852,0.207516235,0.71488723,1.689553419,0.345508879,0.546320239,0.169900848,0.253400321,0.109655867,0.251255342,0.130798091,0.444186441,0.270166324,SN Ia,0.551
73901,60206.32532,60211.18742,60213.5165,60213.5879,,-18.834779,-18.313989,-18.055947,-17.949283,,-4.767341598,0.20095237,-4.058578836,0.526744239,-1.069439081,0.582324252,0.588021628,0.129065299,,,2.256326623,1.05557269,0,0.593647654,,0.061953057,0.035612274,0.043004464,0.256255646,,1.007268697,0.287199386,0.497328019,0.199826453,0.231053594,0.110979489,0.22915078,0.120353272,,,SN II,0.44
73907,,60623.06207,60626.24896,60614.91114,,,-19.009934,-19.613305,-19.924755,,,,-8.650235492,0.566599873,-6.558471093,0.887507269,-1.865515189,1.145618251,,,,0.777583367,1.427218198,9.312104129,,,4.941567548,0.042054177,0.222317633,,,,0.959740714,0.311830754,0.358643635,0.173266137,0.337170381,0.17236867,,,SN Ia,0.91
73908,60599.72375,60605.25483,60607.23823,60607.26156,,-18.422929,-18.033694,-17.90586,-17.757221,,-5.587078731,-0.217266721,-2.755247757,0.232301276,-1.036648742,0.553149716,0.676930846,0.153420938,,,0.318419154,0.55257097,7.14E-05,0.000131709,,0.024948058,0.019947939,0.032236431,0.044300478,,0.763914057,0.257573437,0.35671199,0.16145056,0.213336211,0.107152276,0.219542238,0.117161084,,,SN II,0.446
73951,60276.15193,60280.04932,60281.5661,60282.61108,60280.69594,-19.081847,-19.930754,-19.912813,-19.864137,-19.728694,-9.099201305,-0.398608021,-6.412120026,0.361257754,-2.931324911,0.614394722,-0.187101838,0.454140547,1.414241701,-0.124099147,0.552873039,0.342848114,0.617591003,0.67741116,1.647731505,0.035485245,0.010098385,0.011705979,0.31734277,0.725935186,1.624303144,0.32884549,0.636256853,0.183335671,0.270158929,0.124118118,0.259576581,0.134886599,0.462757211,0.281650349,SN Ia,0.589
74067,,59906.5401,59910.24755,59910.15981,,,-18.961553,-19.988776,-20.145426,,,,-9.366353879,0.604303416,-8.120195961,1.136438316,-2.719686032,1.352733594,,,,0.871036001,1.76944092,2.210687055,,,4.969936675,0.066451869,0.056538006,,,,1.114108022,0.3498124,0.400763752,0.194878036,0.374285563,0.18694891,,,SN Ia,1.055
74102,,60155.49717,60158.86151,60161.56488,60159.19916,,-19.501497,-20.096849,-19.938487,-20.007872,,,-8.246732541,0.549178191,-5.724197845,0.94042077,-1.552938629,0.963793566,0.434580564,0.237023567,,1.138755206,0.844100155,1.618313803,2.010105105,,4.714555449,2.754908452,0.040300737,0.928587512,,,0.89249497,0.294751885,0.340094908,0.166331177,0.317868077,0.159883776,0.595946587,0.363884281,SN Ia,0.843
74130,59910.10071,59920.60185,59927.0484,59909.99685,,-18.025323,-17.556455,-17.511532,-17.837004,,-6.062097765,0.02300702,-5.532413591,0.467967001,-2.071082297,0.588820738,0.26578882,0.290179781,,,2.267552007,0.771683634,2.344254586,0,,0.084415573,0.039968851,0.060373988,0.093575956,,1.268082592,0.324336329,0.582024908,0.206529156,0.253248846,0.121231278,0.240119745,0.126649138,,,SN II,0.515
74164,60216.13116,60219.1174,60220.47275,60220.49772,60218.5577,-18.805141,-19.731676,-19.592962,-19.586129,-19.377175,-6.411195258,0.166353656,-4.112555074,0.641107693,-0.344985147,0.664356896,0.866289774,0.133924143,2.233401768,-0.341396085,0.302805042,0.180979406,0.234210682,0.290820736,0.714571375,0.027885949,0.011121676,0.010634187,0.014233715,0.038000792,1.064358319,0.276185431,0.341863609,0.130374215,0.171111062,0.077828474,0.176591156,0.090222621,0.334336444,0.19767305,SN Ia,0.428
74173,,59641.79759,59645.2322,59636.12583,,,-19.490378,-20.186709,-20.472178,,,,-9.017787824,0.584539653,-7.210574373,1.088986839,-2.200751874,1.370175063,,,,0.821659623,2.484038211,9.745015177,,,8.287945159,0.074582741,0.257284484,,,,1.031693978,0.329749109,0.37793309,0.18617555,0.355601634,0.179408945,,,SN Ia,0.979
74206,59850.07907,59857.34896,59860.32763,,,-19.64059,-19.12704,-19.127332,,,-8.05292051,-0.194165045,-8.508822065,0.472368645,-5.824245433,0.950158897,,,,,3.431387385,3.174684182,0.741193979,,,8.761128002,0.144147398,6.004450341,,,2.49079434,0.472065083,0.897818334,0.295737183,0.342671847,0.1676485,,,,,SN II,0.852
74267,59823.69321,59826.51466,59829.15169,59829.14803,59824.08803,-18.902965,-19.562786,-19.565585,-19.412366,-19.069286,-6.334131449,0.469361745,-3.726737338,0.771686125,-0.35223277,0.40178324,1.38472726,0.033383379,2.108968822,-0.172964259,0.321117002,0.265702435,0.332405018,0.470333922,0.782469257,0.016378195,0.008169701,0.010192931,0.015850296,0.04539109,0.554852672,0.18193138,0.200286729,0.090161578,0.113615417,0.081396692,0.118344795,0.087774649,0.287307871,0.180009155,SN Ia,0.384
74269,60212.37387,60213.02324,60219.20892,60222.85287,60219.52677,-18.670997,-18.933914,-18.956608,-19.029743,-19.110502,-9.418283329,-0.633612384,-3.929953302,0.764521964,-0.652064942,0.789771407,1.267450084,0.329638521,2.145317385,-0.22964209,0,0.657184174,0.499083087,0.828497891,1.357944835,0.028400772,0.020898371,0.021942183,0.028823163,0.062353741,1.0763677,0.2898407,0.478537511,0.203161427,0.215012309,0.102903344,0.204332657,0.110722978,0.39173044,0.233806919,SN II,0.497
74277,60224.29947,60226.97516,60228.24058,60227.67639,,-16.078825,-16.477296,-17.221643,-16.678149,,-6.594314524,0.095822213,-3.601694932,0.395696594,-0.414472599,0.453747751,1.049253825,-0.061403739,,,1.906300751,9.81E-05,0.47211367,0.737533038,,3.842077311,0.049035883,0.167470025,0.345627942,,1.245885276,0.2745064,0.397479887,0.177952051,0.217271452,0.103354449,0.213635007,0.11310231,,,SN II,0.352
74306,,59957.89537,59962.47815,59966.97984,,,-19.110056,-19.846243,-20.414311,,,,-9.610536854,0.620677481,-8.782165582,1.237438241,-2.904761394,1.632199954,,,,1.409641453,1.043057597,3.050922916,,,10.37627823,6.613908658,0.046968678,,,,1.184948596,0.366664529,0.421652786,0.207840498,0.390700783,0.194648407,,,SN Ia,1.118
74312,,,60611.9614,60615.44939,,,,-19.022833,-19.25676,,,,,,-7.058561598,1.070041865,-2.131131145,1.264696489,,,,,0.929208652,3.813986481,,,,8.206381358,0.094381828,,,,,,0.375010521,0.184141807,0.351484394,0.179369333,,,SN Ia,0.963
74318,59811.04235,59815.55051,59815.3015,59825.0035,59813.39323,-17.304311,-17.250767,-17.624424,-17.828624,-17.974227,-6.754751559,0.076371757,-1.925475006,0.314107459,0.562090511,0.233084098,1.396861676,-0.159790994,2.197052442,-0.41065092,2.090052611,0.946953698,0,0,1.334545382,3.642914942,0.040193023,0.038371451,0.048156153,0.985041477,1.314764971,0.285484842,0.40960208,0.174070247,0.196471441,0.10015125,0.200109004,0.109291655,0.37085564,0.224630494,SN II,0.386
74473,,59923.91522,59930.26872,59931.2328,59930.97371,,-20.118592,-20.548883,-20.491618,-20.425402,,,-9.765583758,-0.166390079,-6.546746425,0.808123427,-1.83447008,1.138618908,0.192494691,0.327099766,,0.6743953,1.183381759,3.55420724,2.235744779,,0.025804527,0.018149674,0.032291389,0.559633126,,,0.940463927,0.292079461,0.35763037,0.172062919,0.336521516,0.172103839,0.630698589,0.385256735,SN II,0.906
74511,59806.00353,59810.392,59810.1144,59813.12685,,-18.298506,-18.180274,-18.064308,-17.898808,,-8.536306309,-0.360895285,-4.843791287,0.514378743,-1.634615955,0.561509033,0.37548587,0.254418448,,,0.571986421,1.671008439,0.0001342,9.05E-05,,0.036703153,0.032004239,0.049204983,0.075739148,,1.524207343,0.313019077,0.542585084,0.210473935,0.227097552,0.116962037,0.230538191,0.123508676,,,SN II,0.498
74552,,59623.70035,59626.8083,59631.8699,,,-19.628031,-20.254623,-20.108736,,,,-8.522784639,0.560886992,-6.041955086,1.078863943,-1.743178238,1.108308386,,,,0.763699317,0,1.688706691,,,1.740772562,0.045632617,0.069886703,,,,0.937375897,0.306184887,0.34226352,0.165513475,0.331042743,0.169249807,,,SN Ia,0.888
74553,,,59905.4159,59906.10452,,,,-17.418273,-17.879234,,,,,,-2.299459311,0.607806593,0.071703057,0.330637372,,,,,0.645726659,2.314295253,,,,1.986456631,0.101530024,,,,,,0.258388609,0.124269587,0.247055001,0.128677998,,,SN Ibc,0.535
74622,,,59886.1542,59890.71476,,,,-20.050091,-20.520818,,,,,,-8.882242059,1.247158423,-2.959940068,1.687801756,,,,,1.049791564,5.089176691,,,,10.91276035,0.169962589,,,,,,0.424403661,0.209235932,0.395677619,0.198473047,,,SN Ia,1.127
74829,,59814.41511,59818.28466,59821.73339,,,-19.527232,-20.426385,-20.209596,,,,-8.905866149,0.57882419,-6.991834541,1.063567451,-2.107864493,1.285815674,,,,1.248793737,0.924884596,4.90673928,,,16.17806936,9.033937944,0.127764994,,,,1.008456082,0.324002502,0.373236811,0.183238553,0.347362955,0.176685182,,,SN Ia,0.957
74840,60613.9899,60619.20392,60621.38052,,,-18.130246,-18.054562,-17.695133,,,-7.6171689,-0.064267059,-6.762264489,0.414907029,-3.334780418,0.708516133,,,,,2.699883968,1.122891893,0.608234356,,,6.035852804,0.055627743,1.317070832,,,1.881636345,0.376329496,0.682661433,0.235043067,0.281438623,0.136223575,,,,,SN II,0.628
74859,,,,60224.02432,,,,,-20.212592,,,,,,,,-2.963668724,1.61339288,,,,,,3.899244126,,,,,0.087215735,,,,,,,,0.394506715,0.199604756,,,SN Ia,1.123
74879,60285.22303,60290.06101,60293.26331,60294.15704,60293.02703,-17.815369,-19.304663,-19.698885,-19.47555,-19.500216,-7.831171549,-0.115855549,-7.957301007,0.074667511,-4.382847106,0.716048158,-0.862958991,0.712037689,0.929349727,0.057819016,3.094554331,0.428708559,0.555380487,1.183717053,1.874831052,5.994428686,0.022491184,0.021751094,0.038336286,0.672156188,2.115268523,0.413463119,0.75941842,0.240174691,0.304187688,0.144634469,0.28895324,0.148446004,0.527033898,0.322082141,SN Ia,0.717
74888,,,59928.75226,59932.87425,,,,-19.059642,-19.051383,,,,,,-8.155234436,1.154245402,-2.631961923,1.480848458,,,,,4.630917909,1.000017195,,,,0.077162706,3.621038254,,,,,,0.403925837,0.198622186,0.377548162,0.192330209,,,SN Iax,1.06
74895,59914.08617,59916.9821,59918.21004,59920.30837,59920.25606,-18.877063,-19.790008,-19.778445,-19.77867,-19.631636,-10,-0.611049228,-6.044268992,0.606895346,-2.974843948,0.618810257,-0.191766867,0.461348708,1.4181612,-0.09609689,0.587437286,0.545075519,0.586371572,0.716465494,1.872475699,0.049544208,0.019669663,0.020751059,0.022661504,0.060805807,0,0.301770787,0.616163039,0.211020956,0.268371373,0.126044583,0.258313004,0.130999641,0.462734013,0.277800127,SN Ia,0.591
74896,,60409.97578,60413.21315,60412.84975,,,-19.422616,-19.986323,-19.84114,,,,-8.729003955,0.570249999,-6.620746642,1.031363041,-1.959831782,1.141169398,,,,0.786429427,1.023626835,2.399059711,,,3.078526881,0.039325051,0.059450226,,,,0.974104561,0.315439763,0.35951859,0.168514753,0.339212917,0.169533665,,,SN Ia,0.924
74909,60604.62628,60608.6156,60611.97631,60612.35466,60611.36016,-19.020808,-20.028337,-20.362606,-20.103022,-20.068116,-8.716258228,-0.362276596,-7.035140689,0.727851473,-4.491763314,0.748409307,-0.89879348,0.764086981,0.872305815,0.066517184,0.749210728,0.444610883,0.386473047,0.881173773,2.167720929,0.025364712,0.012551242,0.015022895,0.026237305,0.06597925,1.850555887,0.369525456,0.729262954,0.205174839,0.304963692,0.13833216,0.290785061,0.146341724,0.533040608,0.319048706,SN Ia,0.728
74925,,60217.4109,60222.98707,60225.69697,60229.1079,,-19.043208,-19.372062,-19.466256,-19.493816,,,-6.622674334,0.677823039,-3.840710443,0.760181467,-0.53420138,0.746837455,1.084069057,-0.041319315,,0.712493665,0.824941366,1.449452848,0,,0.033104378,0.02661311,0.034590667,0.086140069,,,0.685121359,0.225395278,0.285618603,0.130191341,0.274767781,0.136804521,0.503828164,0.304926395,SN Iax,0.671
74938,60602.12677,60608.91454,60611.97586,,,-19.4034,-19.098481,-18.876503,,,-8.078420147,-0.207529731,-8.445257269,0.557487933,-6.074723904,0.9698531,,,,,3.627990348,0.755540936,2.423481607,,,7.66526181,5.64013895,0.056214965,,,2.557160051,0.482259341,0.924282793,0.302865854,0.348712627,0.170132945,,,,,SN II,0.875
74946,,,,60567.27901,,,,,-19.755091,,,,,,,,-2.387651559,1.378118568,,,,,,12.18614162,,,,,0.159988951,,,,,,,,0.36486063,0.186074271,,,SN Ia,1.013
74982,60157.4875,60161.13339,60162.13628,,,-17.64549,-17.515559,-17.273178,,,1.914320292,0.148190512,-0.711476976,0.632723708,-0.580122053,0.478281407,,,,,0,0.746835115,1.151068878,,,0.037686497,0.039344162,0.066861834,,,0.543467145,0.247627325,0.367925313,0.177836008,0.223623166,0.108019585,,,,,TDE,0.399
75023,60202.5366,60206.64801,60207.82161,60209.5418,60198.3768,-18.844853,-19.908209,-19.897963,-19.857946,-19.912296,-8.535089721,-0.296525869,-6.777205003,0.623867096,-3.169157945,0.72245049,-0.163357566,0.499237122,1.50859072,-0.099803364,0.512203726,0.338700702,0.423171588,0.750415811,5.741205061,0.04234933,0.01596064,0.018039317,0.023909963,0.183921458,1.183223814,0.337681139,0.472087454,0.165860882,0.239412577,0.106383827,0.230381489,0.115458198,0.452840127,0.271772966,SN Ia,0.595
75072,,60215.49258,60216.2692,60219.26074,,,-18.868436,-19.617886,-19.664439,,,,-8.250823089,0.608202667,-5.912370256,0.969194403,-1.589317262,1.059534326,,,,1.886789744,1.40678915,2.191519549,,,0.076584876,0.044750209,0.052958661,,,,0.908047582,0.297409035,0.342780653,0.16503483,0.323968043,0.164328818,,,SN Ia,0.861
75079,60227.5829,60233.80683,60234.32622,60235.41779,,-19.306119,-18.818473,-18.179842,-18.331606,,-10,-2.140287444,-6.865115137,0.12582876,-2.993523217,0.667061048,-0.229151952,0.471388782,,,0.300088102,0.372958295,1.190661843,0.681808965,,0.018080186,0.025335718,0.057117845,0.532490287,,0,0.28655945,0.635517378,0.208630955,0.273034011,0.130958588,0.261314105,0.135737534,,,SN II,0.597
75112,59845.25595,59848.89039,59850.47454,59850.75833,59852.95686,-16.539481,-17.169645,-17.338313,-17.348889,-17.657308,-4.94911308,-0.311184799,-1.129880943,0.092081549,1.21348816,0.166231506,1.866492479,0.004486324,1.309083089,-0.651763566,0.264139021,0.147218043,0.218032977,0.300738146,1.134977175,0.02305395,0.01426553,0.012083704,0.015309918,0.0321385,0.456588126,0.196576164,0.181504019,0.111382855,0.106928793,0.063953267,0.119221914,0.07473402,0.229369513,0.138670383,SN Ibc,0.172
75135,60220.88631,60226.66668,60229.26851,60231.3477,60229.19915,-17.095146,-19.134027,-19.80728,-19.601325,-19.749735,-7.89445838,-0.133244162,-7.588709941,0.524195141,-4.669729299,0.817355617,-1.00771689,0.798610482,0.808488332,0.101207793,3.194216681,0.677141357,0.941558421,0.778185786,1.931643836,7.890868048,2.320035289,0.022851014,0.589626998,0.715585033,2.196127844,0.426277091,0.800698905,0.270948563,0.312998019,0.151717487,0.2962937,0.15265059,0.54351106,0.331871667,SN Ia,0.747
75232,,60549.96123,60553.49842,60556.69361,60553.19051,,-18.957227,-19.5329,-19.47701,-19.701841,,,-7.310449865,0.478497155,-4.239499534,0.747542758,-0.84388434,0.702894047,0.980089216,0.036353701,,1.828482075,0.888519039,1.208275255,1.849832651,,0.046846461,0.033674348,0.049699865,0.763895572,,,0.743024451,0.24961965,0.294828904,0.143606958,0.280978679,0.144760477,0.518581429,0.317160384,SN Ia,0.702
75239,60247.96003,60251.53368,60253.68333,60252.83418,60252.42489,-18.026882,-19.212903,-19.188283,-19.311178,-19.277529,-7.262734683,0.001237138,-6.949811931,0.178282474,-2.309954753,0.559292219,0.191718256,0.26615322,1.700876917,-0.227966174,2.45473506,0.446960589,0.74075745,0.959608841,1.527704725,6.460523658,0.034331923,0.037109407,0.03983134,0.998450729,1.603311876,0.331631017,0.476702373,0.180274295,0.238484473,0.117315341,0.227558544,0.122500902,0.426781058,0.259714717,SN Ia,0.515
75253,60549.26162,60552.39172,60554.5653,60553.20865,60552.23474,-19.28743,-20.061493,-19.871809,-19.826165,-19.552272,-7.905490164,-0.053304476,-4.688554867,0.836645458,-0.693694785,0.484314257,0.640893766,0.166154694,2.373903711,-0.494672204,0.525793821,0.388787902,0.278713536,0.470727413,1.47839983,0.013480896,0.013864201,0.016043304,0.018819614,0.053118347,0.852697991,0.248383752,0.246453701,0.119486909,0.152596916,0.079390536,0.167756478,0.086944758,0.34990769,0.187228921,SN Ia,0.445
75269,60197.94601,60201.78327,60203.99388,60204.98175,60205.26713,-18.191453,-19.518773,-19.69964,-19.745303,-19.58484,-7.357226472,-0.014949617,-5.417100164,0.826881008,-2.136819881,0.796384887,0.372991447,0.283264901,1.412324722,-0.205054904,2.539294407,0.343256144,0.327122531,0.43909424,1.232433957,5.072024805,0.018186816,0.017034336,0.021822133,0.05781485,1.670450222,0.342398997,0.410161344,0.169354653,0.208242869,0.102310958,0.197823586,0.110269415,0.390801101,0.24471793,SN Ia,0.543
75285,59969.43679,59974.65024,59976.82471,59978.36339,,-18.692994,-18.638888,-17.947138,-18.137715,,-7.61584975,-0.064231269,-7.132780319,0.190889051,-3.333383479,0.70824487,-0.389417472,0.539194079,,,2.699059948,0.864271916,0.608342409,0.943634882,,4.946624766,0.042536235,1.496521152,0.590278219,,1.881693765,0.37632005,0.678253501,0.223431163,0.281482836,0.136228631,0.268282387,0.139074668,,,SN II,0.628
75288,60339.5804,60347.95214,60349.3454,60352.0002,60347.50917,-18.683458,-18.09146,-18.068161,-18.089467,-18.014552,-4.255633736,0.391357613,-1.579606891,0.382001996,0.399814272,0.400299891,1.301880399,0.038331552,2.166905139,-0.39994892,1.510625026,0.566217088,0,0.880631144,1.345016399,0.045659528,0.023744353,0.030012267,0.040932618,0.964477514,0.732221628,0.259266798,0.339035167,0.174256325,0.192975228,0.10203764,0.206425173,0.11266135,0.373732786,0.227009906,SN II,0.395
75345,60488.63841,60497.82794,60493.07063,60502.31039,,-18.309696,-17.989843,-17.80625,-18.244935,,-6.818066473,0.06688684,-1.948173453,0.04397332,-0.666615832,0.455966853,1.173375896,0.006073924,,,2.133203204,0.861318092,6.28E-05,1.42664231,,5.245609653,0.05534282,0.051873859,0.060124469,,1.348993019,0.290842464,0.409923652,0.180081564,0.206754211,0.104961847,0.211949176,0.114875887,,,SN II,0.402
