g_pk_mag,r_pk_mag,i_pk_mag,z_pk_mag,g_alpha,g_beta,r_alpha,r_beta,i_alpha,i_beta,z_alpha,z_beta,g_err_mag,r_err_mag,i_err_mag,z_err_mag,g_err_alpha,g_err_beta,r_err_alpha,r_err_beta,i_err_alpha,i_err_beta,z_err_alpha,z_err_beta,type
-19.68122,-20.055757,-19.845263,-19.854075,-5.595540633,-0.057150188,-4.137027126,0.408425845,-0.908619213,0.87141202,0.815323487,0.404655326,0.008048882,0.008918032,0.010806672,0.014320607,0.970507643,0.252743606,0.487197779,0.139618841,0.226878543,0.089886139,0.223909194,0.101491402,SN II
-9999.0,-19.238055,-19.908232,-20.048619,-9999.0,-9999.0,-8.947567634,0.580829159,-7.1708226,0.98441256,-2.182635,1.23432778,-9999.0,2.827933941,0.03753741,0.05416181,-9999.0,-9999.0,1.016833203,0.326084728,0.37017465,0.17556099,0.34919714,0.17678637,SN Ia
-9999.0,-18.859536,-19.953324,-20.244583,-9999.0,-9999.0,-9.37911374,0.605119826,-8.127460441,1.155595636,-2.621470775,1.476610073,-9999.0,4.431632619,0.058287597,0.082690126,-9999.0,-9999.0,1.117418981,0.350609527,0.403209586,0.197547745,0.37703365,0.192064053,SN Ia
-18.313681,-19.477572,-19.386751,-19.490976,-7.6709631,-0.074225,-5.4456999,0.40354204,-1.0939549,0.47211669,0.47567205,0.10143797,0.02930439,0.00997248,0.01511202,0.02059863,1.43323655,0.30444004,0.45520823,0.17942892,0.19698602,0.1046206,0.19958609,0.11190741,SN Ia
-18.175928,-19.524396,-19.7054,-19.740193,-9.4265519,-0.4886701,-5.5269599,0.71048568,-3.0121386,0.68441761,0.06188267,0.60999022,0.0426489,0.01495865,0.01481933,0.01981918,1.6272385,0.32216964,0.38655218,0.1863605,0.21947801,0.11523525,0.20946112,0.11788621,SN Ia
-17.370073,-18.03558,-18.330523,-18.506568,-7.250537771,0.00304456,-5.642748494,0.436067362,-2.051240634,0.58440493,0.222501298,0.297226166,7.228276548,0.052096484,0.040607776,0.046164726,1.596408746,0.330491018,0.593566916,0.214440448,0.250880015,0.1203905,0.242959863,0.126504448,SN Ibc
-18.471337,-18.569112,-17.92845,-18.110727,-7.671508766,-0.076459103,-6.81971566,0.498732283,-3.5721152,0.72592798,-0.498604508,0.585233271,8.575271749,6.43176345,0.10550142,1.368491189,1.93577052,0.384956016,0.712782861,0.247687999,0.28686386,0.13894918,0.273072159,0.141373001,SN II
-15.689202,-16.160223,-16.316875,-16.458769,-2.010899916,0.13349523,2.579743723,-0.050955632,3.377337804,0.11682473,2.908731299,-0.566054383,0.022939401,0.019312353,0.01539719,0.020984291,0.494890203,0.206417212,0.194631101,0.125498666,0.119114003,0.073895209,0.140967221,0.090451316,SN II
-9999.0,-18.521817,-19.357174,-19.468008,-9999.0,-9999.0,-8.554941831,0.524370087,-6.133300683,0.983740189,-1.704257092,1.075832046,-9999.0,0.04484727,0.050173351,0.066124847,-9999.0,-9999.0,0.925054616,0.300516329,0.350607255,0.171114797,0.329750184,0.168685884,SN Iax
-9999.0,-18.435724,-19.570893,-19.900303,-9999.0,-9999.0,-9.09611121,0.58869428,-7.4402361,1.07893098,-2.3330047,1.29855089,-9999.0,5.035427266,0.05825601,0.0572701,-9999.0,-9999.0,1.048766034,0.333946191,0.38371853,0.18705286,0.35942151,0.18236831,SN Ia
-18.891842,-18.122778,-18.055921,-18.050021,-8.8772445,-0.9818651,-2.4072709,0.94428899,-0.1264769,0.5491439,1.1456734,0.05057355,0.02607432,0.03303556,0.03475027,0.04575002,0.83859001,0.23155656,0.44064761,0.16685385,0.21652785,0.10038563,0.21205611,0.11025046,SN II
-18.379779,-17.671072,-17.756241,-17.871985,-7.514816,-0.6452458,-0.1480682,0.24201454,-0.3618602,0.41291739,1.12338456,0.00748967,0.02700792,0.03064185,0.05511657,0.07592739,1.01585984,0.26748236,0.31870724,0.16582389,0.21333243,0.10491222,0.2128549,0.11406701,SN II
-18.006421,-17.477361,-17.479618,-17.255335,-6.952131686,0.048955122,-4.149565148,0.593898927,-0.9311989,0.463029103,0.673708186,0.131805816,6.118288457,0.047724976,0.07069968,0.113413952,1.415750076,0.301552707,0.5107285,0.196350482,0.229953826,0.110621546,0.22637456,0.11913585,SN II
-9999.0,-19.247561,-19.785354,-19.686202,-9999.0,-9999.0,-6.8001191,0.68856052,-4.0307991,0.91233184,-0.7212318,0.76413252,-9999.0,0.0289586,0.02576166,0.03383089,-9999.0,-9999.0,0.71203786,0.23178536,0.29694692,0.13603804,0.28355023,0.14238395,SN Ia
-9999.0,-19.691484,-20.11409,-20.052958,-9999.0,-9999.0,-8.985985556,0.373538813,-6.362492718,0.999536433,-1.781221217,1.150943795,-9999.0,0.040402126,0.030593897,0.038765527,-9999.0,-9999.0,0.90923264,0.288920724,0.347884445,0.160562591,0.330668099,0.161176471,SN Ia
-9999.0,-18.173085,-18.525396,-19.283627,-9999.0,-9999.0,-7.617991726,0.525369985,-4.701280773,0.84105746,-0.461416142,0.838026047,-9999.0,1.892971328,1.09324183,0.073012628,-9999.0,-9999.0,0.804426974,0.27192018,0.314276126,0.153111598,0.282410704,0.150129038,SN Ibc
-19.072691,-18.947291,-9999.0,-9999.0,-7.991579152,-0.166910554,-8.211755465,0.391172392,-9999.0,-9999.0,-9999.0,-9999.0,5.816332621,0.044419058,-9999.0,-9999.0,2.35699552,0.451404502,0.850224488,0.277353975,-9999.0,-9999.0,-9999.0,-9999.0,SN II
-9999.0,-9999.0,-19.560566,-20.113326,-9999.0,-9999.0,-9999.0,-9999.0,-9.738480107,1.330321185,-3.4181465,1.74441849,-9999.0,-9999.0,9.691630878,0.08091387,-9999.0,-9999.0,-9999.0,-9999.0,0.448102359,0.22124394,0.41585724,0.20830385,SN Ia
-14.956376,-15.796194,-16.08953,-16.150234,-5.752627623,0.189222978,-1.267037977,0.4271741,1.663540621,0.264957246,2.090552836,-0.385512562,6.261545999,0.037815035,0.045498016,0.048654729,0.971963994,0.232245133,0.355662387,0.162953612,0.1838441,0.09008696,0.184614711,0.102585548,SN II
-16.444244,-16.47243,-16.857442,-17.141613,-6.30664671,0.130048262,-1.951423607,0.289217521,0.529417223,0.349140032,1.356165663,-0.193096204,3.563431608,0.046087028,0.245295574,0.486449688,1.133884575,0.256964215,0.40594246,0.171652057,0.203295724,0.098343998,0.204615914,0.108903842,SN II
-18.969589,-20.013647,-19.981056,-19.904942,-9.4887118,-0.5657258,-6.1281035,0.44857034,-2.7113823,0.66414787,-0.0987598,0.42773027,0.02550574,0.01430241,0.013659,0.01946229,1.57262662,0.29979218,0.6249859,0.18934906,0.2667126,0.1251,0.25564903,0.13060787,SN Ia
-9999.0,-18.998811,-19.942191,-20.541503,-9999.0,-9999.0,-9.559793021,0.617039713,-8.62648534,1.222318935,-2.968902097,1.456742989,-9999.0,10.39583482,6.548688124,0.046315278,-9999.0,-9999.0,1.169007755,0.362904357,0.417381652,0.205674171,0.388725979,0.196129574,SN Ia
-9999.0,-19.000936,-20.163725,-20.604239,-9999.0,-9999.0,-9.787599255,0.634766648,-9.3876711,1.2691049,-3.3658078,1.56424885,-9999.0,4.250538632,0.06383275,0.04026494,-9999.0,-9999.0,1.247488657,0.38123945,0.43400309,0.21109191,0.40290199,0.19400074,SN Ia
-9999.0,-19.608024,-20.17364,-19.945249,-9999.0,-9999.0,-8.0145433,0.44842419,-4.8236034,0.85857304,-1.0451688,0.78465405,-9999.0,0.02955221,0.02289036,0.03989251,-9999.0,-9999.0,0.7725808,0.26772325,0.29744421,0.14875295,0.27648248,0.15158451,SN Ia
-17.754268,-18.306378,-18.601546,-18.738773,-7.8784828,-0.1020985,-4.4712554,0.50964979,-1.1499483,0.4657786,0.57851631,0.09809724,0.04047926,0.02608006,0.02094666,0.02722117,1.06248538,0.26964481,0.42937882,0.15577698,0.20371568,0.09476489,0.20302218,0.11282477,SN Ibc
-19.544278,-19.415287,-19.41832,-19.052348,-5.878572745,0.44940826,-0.137982688,1.053254997,1.288110602,0.179529452,1.467998108,-0.249963779,0.018630259,0.008316013,0.011145499,0.012230456,0.534684165,0.177810844,0.212659753,0.111232504,0.108967141,0.063613451,0.122150807,0.082202848,SN Ia
-19.30904,-18.894933,-18.402598,-9999.0,-8.004797401,-0.172711099,-8.1932762,0.47239531,-5.413059107,0.910208528,-9999.0,-9999.0,6.329631222,0.03750729,2.615313619,-9999.0,2.385360286,0.455778218,0.8560123,0.28229205,0.332134893,0.162263623,-9999.0,-9999.0,SN II
-17.881576,-18.83546,-19.33766,-19.63048,-7.396674267,-0.021896527,-0.9537785,0.27823222,0.03110527,0.77521809,2.21311137,0.16853779,5.401509289,0.02742883,0.02124723,0.02231874,1.699587092,0.347081656,0.35113944,0.20995719,0.19551806,0.10232178,0.16121547,0.11670942,SN Ibc
-9999.0,-19.195666,-19.675708,-19.447896,-9999.0,-9999.0,-7.286628904,0.51384412,-4.419515,0.7512541,-0.8065538,0.70306049,-9999.0,2.800019687,0.03990349,0.04443598,-9999.0,-9999.0,0.764064681,0.261307957,0.28629585,0.14396029,0.27157632,0.14398577,SN Ia
-9999.0,-18.581688,-19.443081,-19.741074,-9999.0,-9999.0,-8.176465436,0.546348962,-5.6104231,0.92258831,-1.4098577,1.01532737,-9999.0,7.705571812,0.08331487,0.06508423,-9999.0,-9999.0,0.881687268,0.291982793,0.33688496,0.16463337,0.31643204,0.16142774,SN Ia
-18.029118,-17.607571,-17.956614,-17.862652,-7.10585876,0.02636569,-5.1479774,0.475260635,-1.236090308,0.470312703,0.490618159,0.158985743,5.677947304,0.059307,0.054718126,0.098325366,1.503263814,0.315563777,0.563158625,0.208700483,0.232436231,0.113927912,0.232835248,0.122215558,SN II
-18.881403,-19.723226,-19.687136,-19.611259,-6.569048241,0.167738821,-4.390162771,0.581193733,-0.44685556,0.505649328,1.149833047,0.202978186,0.011723306,0.008724319,0.009994068,0.013357849,0.529293406,0.220589115,0.223301091,0.107417382,0.119767581,0.070750662,0.124082814,0.078733289,SN Ia
-19.383177,-19.702325,-19.620137,-19.430025,-6.344586,0.5544501,-2.769127,0.79739312,0.76575286,0.39047085,2.0827015,-0.2362586,0.00612766,0.00507459,0.00571861,0.00760534,0.41944442,0.13998804,0.17391782,0.10510005,0.08957912,0.06272254,0.09196736,0.07149832,SN Ia
-9999.0,-9999.0,-19.536274,-20.034864,-9999.0,-9999.0,-9999.0,-9999.0,-8.637629602,1.223388936,-2.9049473,1.52802079,-9999.0,-9999.0,5.905828827,0.0565142,-9999.0,-9999.0,-9999.0,-9999.0,0.417685333,0.205828378,0.38916383,0.19530823,SN Ia
-17.632699,-18.037308,-18.165483,-18.096591,-7.276078455,-0.001012814,-4.0519453,0.40740351,-1.8945746,0.62846777,0.25398597,0.31151967,5.980098188,0.10226745,0.0526867,0.08546945,1.612893082,0.333156721,0.4994605,0.21605209,0.24784428,0.11932438,0.24220989,0.12701882,SN II
-9999.0,-19.427773,-19.101807,-19.363234,-9999.0,-9999.0,-6.065278026,0.463257772,-1.453171233,0.476521467,0.056369514,0.288062241,-9999.0,0.209420099,0.021925266,0.268148305,-9999.0,-9999.0,0.376251106,0.203376799,0.204775755,0.107527845,0.192595288,0.116138941,SN Ia
-18.287044,-19.867429,-20.268127,-20.196573,-8.046158335,-0.190683597,-8.975016089,0.043397403,-5.716035243,1.004201178,-1.528275469,1.005689008,5.600471345,0.014828207,0.015598431,0.027233928,2.473533012,0.469414861,0.864769916,0.247941849,0.3393014,0.157998008,0.320478153,0.161554614,SN Ia
-20.251785,-19.606727,-18.82648,-9999.0,-8.09348277,-0.216782656,-8.032994991,0.514122109,-6.257939216,0.992286187,-9999.0,-9999.0,16.47386402,0.346344947,14.15705162,-9999.0,2.603894669,0.48938791,0.916378942,0.305113213,0.353913559,0.173388973,-9999.0,-9999.0,SN II
-17.526083,-16.76387,-16.679946,-16.754003,-9.917932447,-0.782027338,-4.41278166,0.410674429,-0.765916309,0.458790749,0.809588918,0.035453921,0.019698538,0.042667169,0.456817127,0.677477205,1.267610159,0.268069564,0.516683142,0.192679464,0.227874846,0.108345628,0.221486219,0.116679458,SN II
-19.177698,-20.025994,-20.049959,-20.025609,-7.275278933,-0.399832957,-4.821605829,1.094037619,-2.136944309,1.039038729,0.398507641,0.6479109,0.018373413,0.010431814,0.011725194,0.015845389,1.110434587,0.283946168,0.418490757,0.147730821,0.216825097,0.091909558,0.21345089,0.105841279,SN Ia
-17.953372,-19.513129,-19.609421,-19.680044,-7.602455869,-0.061407769,-7.585572451,0.153571748,-3.582871747,0.551515917,-0.363980564,0.520610292,4.81627341,0.014868647,0.018395232,0.020976712,1.868909036,0.374282731,0.601374264,0.211038065,0.26684007,0.124252232,0.254363972,0.124440918,SN Ia
-17.858595,-19.70952,-20.036441,-19.897632,-7.716384158,-0.086853656,-6.1187831,0.90941282,-3.6749604,0.86190878,-0.5811283,0.73136961,6.978580691,0.01906985,0.01719524,0.02581833,1.982750343,0.392425011,0.58186045,0.20276976,0.24777814,0.1126115,0.24870647,0.12499354,SN Ia
-16.685402,-16.899191,-16.91985,-17.13517,-6.099581221,0.233896019,-3.384910355,0.753652884,-0.29693081,0.415925298,1.024335935,-0.060620957,0.045042952,0.043542729,0.051397414,0.069109391,1.239023675,0.271196155,0.475543591,0.172779424,0.219740634,0.103885073,0.214450141,0.11327299,SN II
-18.129228,-18.048114,-17.796195,-9999.0,-7.668492628,-0.075857215,-6.7615225,0.51794177,-3.556024046,0.729920464,-9999.0,-9999.0,9.110148724,0.08487568,2.609325642,-9999.0,1.933235284,0.38454302,0.70798843,0.24584103,0.286650764,0.138898659,-9999.0,-9999.0,SN II
-9999.0,-18.267784,-18.12388,-17.931534,-9999.0,-9999.0,-7.3622922,0.58509454,-4.5656152,0.84103926,-0.970900351,0.783208003,-9999.0,0.06975075,0.09723956,1.725494057,-9999.0,-9999.0,0.78594403,0.26608773,0.31068416,0.15075731,0.294613531,0.151828563,SN II
-18.38962,-18.746868,-18.950928,-19.105822,-7.628984678,-0.067160272,-6.685345884,0.494493076,-3.38925598,0.713557502,-0.465824758,0.501815561,8.180014406,2.861897192,1.439605587,0.044599488,1.894647149,0.378375715,0.698954874,0.244003359,0.282752363,0.136890099,0.267945234,0.136877652,SN II
-18.506329,-18.006085,-17.805923,-9999.0,-9.6554608,-0.4289999,-6.1737879,0.47254238,-2.788889496,0.655362832,-9999.0,-9999.0,0.04111544,0.04347903,1.131257142,-9999.0,1.66972306,0.34776279,0.63800756,0.21900898,0.269093213,0.129826208,-9999.0,-9999.0,SN II
-18.059296,-19.575647,-19.805615,-19.699178,-7.7504334,-0.095000605,-7.5749693,0.10152598,-4.1644542,0.70985944,-0.8728755,0.64079926,7.171671664,0.01870432,0.01935203,0.02855554,2.019432749,0.39827058,0.69462735,0.24027979,0.27803526,0.13657236,0.26518439,0.14321419,SN Ia
-18.336267,-18.104749,-17.924883,-17.833907,-6.168360715,0.115131634,-6.111624972,0.259645321,-2.280010247,0.633430236,0.082913192,0.340373729,0.052067771,0.048913593,0.059652056,0.690371627,1.316685036,0.311369934,0.598977909,0.219800916,0.255191396,0.123289778,0.248323517,0.129522862,SN II
-9999.0,-9999.0,-19.552637,-19.714975,-9999.0,-9999.0,-9999.0,-9999.0,-5.702515825,0.92474019,-1.54408396,0.988897928,-9999.0,-9999.0,0.101475478,0.06223506,-9999.0,-9999.0,-9999.0,-9999.0,0.339192451,0.165839519,0.317151544,0.162764794,SN Ia
-9999.0,-18.688444,-19.499091,-19.708339,-9999.0,-9999.0,-7.36262091,1.072240941,-5.652430653,1.290811177,-1.729107977,1.100170346,-9999.0,0.082134512,0.054648271,0.077880129,-9999.0,-9999.0,0.905447848,0.286651711,0.337660229,0.16661792,0.329776775,0.169026692,SN Ibc
-9999.0,-9999.0,-15.888106,-16.260498,-9999.0,-9999.0,-9999.0,-9999.0,1.323547604,0.255639476,1.787380048,-0.401136083,-9999.0,-9999.0,0.263084422,0.071730578,-9999.0,-9999.0,-9999.0,-9999.0,0.19630711,0.092068881,0.191266951,0.103340654,SN II
-18.614435,-19.63214,-19.669448,-19.723674,-8.1219896,-0.2752483,-5.3617296,0.76259542,-1.8446273,0.86121413,0.2149425,0.37869526,0.02404753,0.01188274,0.01359425,0.01752062,1.16317167,0.28916475,0.4213258,0.15092851,0.21487212,0.09539267,0.21362191,0.10715246,SN Ia
-20.773024,-20.168101,-20.487751,-20.512801,-7.913003403,-0.139803133,-7.668849907,0.527080232,-4.7672274,0.86062694,-1.0765511,0.82643385,10.69093178,9.136485872,0.16645986,0.06735626,2.226579443,0.430999536,0.810946728,0.273635248,0.31500896,0.15321902,0.28987353,0.15309936,SN Ia
-17.205582,-17.007606,-16.66012,-16.427433,-5.866976981,0.177178978,-4.954116497,0.437039731,-1.331979951,0.513888119,0.546203647,0.146946048,0.076615067,0.062450768,1.193840766,1.023521707,1.326564859,0.298488987,0.548142014,0.20227207,0.238571116,0.113929946,0.230639255,0.121058813,SN II
-9999.0,-19.281269,-18.906272,-19.013748,-9999.0,-9999.0,-8.932335513,0.400083588,-6.113396175,0.978239783,-1.687092196,1.084040257,-9999.0,0.050583059,3.396877241,1.802293378,-9999.0,-9999.0,0.910249044,0.299411099,0.350150027,0.171468185,0.329258124,0.168687264,SN II
-17.109883,-17.474268,-17.394436,-17.72104,-4.6756467,0.07744521,-0.2947765,-0.0838154,2.66476625,0.15076439,2.08179029,-0.4344715,0.06492793,0.04984448,0.02883051,0.03357943,0.83422934,0.22580063,0.32071875,0.14686951,0.15223693,0.07633717,0.17065603,0.09526756,SN II
-9999.0,-18.822287,-19.903569,-19.827518,-9999.0,-9999.0,-8.391275333,0.555221308,-6.056419233,0.88441955,-1.698918323,0.963185071,-9999.0,3.207022231,0.045231882,0.060579945,-9999.0,-9999.0,0.915244498,0.300575263,0.345187039,0.166007349,0.325018929,0.163508519,SN Ia
-17.958023,-19.473006,-19.821953,-19.69712,-7.755092715,-0.096155948,-6.9209115,0.51112137,-3.9766634,0.79675989,-0.6202702,0.7775155,5.758943459,0.02116845,0.01883621,0.02719301,2.024716174,0.399108402,0.65398507,0.2107416,0.27276141,0.12577008,0.25773975,0.13167627,SN Ia
-17.069122,-16.883918,-17.061283,-17.230922,-6.292259377,0.131847231,-1.00356488,0.71605213,1.217978882,0.384910138,1.66099857,-0.141694826,3.243139233,0.034323204,0.033458448,0.042498323,1.128258632,0.256127781,0.364937486,0.162540785,0.182065977,0.09335827,0.193144962,0.105261079,SN II
-17.586523,-18.819381,-19.004731,-18.869931,-7.771931633,-0.10013059,-4.4970539,0.37236563,-3.592524,0.81132733,-0.5997565,0.68336192,7.570493339,0.03604542,0.04459573,0.0553994,2.043205422,0.40204708,0.468113,0.21553902,0.28497292,0.14189948,0.27110057,0.14251256,SN II
-18.973405,-19.661286,-19.597364,-19.725637,-6.8196877,0.05726783,-4.1328254,0.22113734,-0.4555462,0.38967752,0.90450749,-0.0318945,0.14446741,0.02687469,0.01977661,0.09131061,0.81446086,0.28042912,0.26120212,0.15091786,0.15821022,0.0862531,0.19433814,0.10270284,SN Ia
-9999.0,-9999.0,-19.258239,-19.392639,-9999.0,-9999.0,-9999.0,-9999.0,-6.846843036,1.080847425,-2.045052141,1.233951875,-9999.0,-9999.0,0.097462528,0.104593835,-9999.0,-9999.0,-9999.0,-9999.0,0.369737772,0.180819627,0.346801428,0.176716878,SN Ia
-9999.0,-17.44727,-17.458361,-17.786475,-9999.0,-9999.0,-3.937735777,0.525354531,-0.927589628,0.48088122,0.717263711,0.074918938,-9999.0,0.045473102,0.046367639,0.049829777,-9999.0,-9999.0,0.486864042,0.187047312,0.207872143,0.105027252,0.210614459,0.11418361,SN II
-9999.0,-15.50388,-16.190837,-16.54723,-9999.0,-9999.0,-3.369311173,0.410317258,0.24626064,0.36909123,1.28470841,-0.1498871,-9999.0,0.448312298,0.07346068,0.06988599,-9999.0,-9999.0,0.462271312,0.180280454,0.2098729,0.09908804,0.20643557,0.10934157,SN Ibc
-9999.0,-19.530475,-19.574016,-19.565244,-9999.0,-9999.0,-7.59360075,0.233755545,-4.057401088,0.614152786,-0.656733593,0.618876033,-9999.0,0.025660469,0.026205185,0.033116399,-9999.0,-9999.0,0.611600326,0.21876553,0.264966624,0.128684283,0.254677498,0.132304104,SN Ia
-17.028578,-17.053616,-16.949073,-16.999773,-6.828258157,0.065607075,-4.2097056,0.53456847,-0.84430554,0.46831297,0.77402713,0.050769267,3.548885614,0.04915014,0.18642284,0.365013786,1.353048375,0.291520867,0.49835945,0.18926419,0.22930636,0.108974446,0.222669741,0.117259365,SN II
-9999.0,-18.704336,-19.711523,-19.858652,-9999.0,-9999.0,-8.043141951,0.505527695,-5.210614188,0.924362392,-1.313443699,0.908880757,-9999.0,0.081071114,0.038924538,0.07898728,-9999.0,-9999.0,0.836184577,0.281925424,0.323130235,0.156836224,0.305171649,0.158211229,SN Ia
-16.490811,-16.673661,-16.945394,-17.270282,-6.640561302,0.090459737,-3.1493173,0.47835262,0.17777706,0.42246085,1.030722118,-0.043364008,3.536638369,0.05887077,0.05032786,0.22258758,1.263448086,0.277357286,0.44596421,0.18262109,0.2080601,0.1030959,0.212618901,0.113689845,SN II
-18.703732,-18.861119,-18.478106,-18.351314,-8.970731514,-0.29679294,-6.94608708,0.603800843,-4.077929195,0.779708495,-0.737107193,0.685085335,0.068429265,0.09288185,0.097119042,1.734055115,1.867746642,0.38838548,0.740947197,0.253396074,0.298340593,0.144954139,0.283820567,0.146591361,SN II
-9999.0,-18.432696,-18.807537,-18.905068,-9999.0,-9999.0,-7.141995582,0.408854518,-3.69441945,0.725480272,-0.557990821,0.596125263,-9999.0,0.034021692,0.033730974,0.037581768,-9999.0,-9999.0,0.71226912,0.245433698,0.288376804,0.138274115,0.27499295,0.140739104,SN Ia
-9999.0,-19.458503,-20.093393,-20.360313,-9999.0,-9999.0,-9.487922279,0.612058799,-8.4845028,1.08789416,-2.8309597,1.46931048,-9999.0,3.20975712,0.03026125,0.03367257,-9999.0,-9999.0,1.147529003,0.357810508,0.40712977,0.18990688,0.37969598,0.18701467,SN Ia
-17.952659,-19.627787,-19.816421,-19.832472,-7.688807315,-0.080396969,-6.147055817,0.909112597,-3.372710186,0.895071622,-0.422198258,0.772790492,4.88651352,0.025638532,0.022291532,0.029184,1.954061406,0.387847333,0.588920141,0.194360737,0.256929236,0.120928866,0.251847759,0.129804845,SN Ia
-9999.0,-20.21588,-20.76924,-20.156084,-9999.0,-9999.0,-7.781571894,0.530972579,-4.9280351,0.91867999,-1.1211002,0.85826268,-9999.0,1.09426439,0.04485568,0.61769168,-9999.0,-9999.0,0.825903168,0.277548626,0.30190971,0.15448419,0.29751986,0.15329881,SN Ia
-9999.0,-19.457032,-20.244759,-20.29625,-9999.0,-9999.0,-8.8970544,0.58242719,-6.9773783,1.10567061,-2.1522893,1.27091207,-9999.0,0.0517837,0.0267851,0.03421857,-9999.0,-9999.0,0.99893362,0.32074059,0.34775519,0.16822566,0.33166163,0.16964684,SN Ia
-9999.0,-9999.0,-9999.0,-20.320784,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-3.0228741,1.66507157,-9999.0,-9999.0,-9999.0,0.347916,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,0.39877584,0.20213256,SN Ia
-18.010492,-17.657927,-17.803843,-17.65399,-6.07031959,0.016837634,0.131896213,-0.057113869,0.80194809,0.307086415,2.169115506,-0.43392851,0.015522833,0.022509348,0.307764954,0.025707054,0.68108054,0.240709237,0.278736695,0.151989519,0.201801832,0.095458828,0.170285233,0.099100419,SN II
-17.671915,-17.315696,-17.209483,-17.262516,-5.1804334,0.24924217,-2.3359287,0.65699749,0.83277812,0.35355198,1.56349256,-0.2288832,0.01763765,0.01680258,0.01967949,0.02636305,0.71172849,0.21440076,0.42254523,0.16217557,0.20262685,0.09401362,0.20009064,0.10565194,SN II
-9999.0,-9999.0,-19.737088,-20.440406,-9999.0,-9999.0,-9999.0,-9999.0,-9.427123378,1.300079818,-3.41085,1.57379175,-9999.0,-9999.0,5.091229024,0.05124345,-9999.0,-9999.0,-9999.0,-9999.0,0.439452774,0.216863272,0.40484502,0.2000577,SN Ia
-18.603373,-19.704153,-20.572105,-20.509119,-8.151404355,-0.289284001,-9.197305082,0.593822865,-7.660460052,1.106838052,-2.404528879,1.382175352,8.791179651,2.492976671,0.02653363,0.048188341,2.980680651,0.545804207,1.071227694,0.339465718,0.390089165,0.188505382,0.36560774,0.186063601,SN Ia
-19.336231,-19.743888,-19.858255,-19.843723,-8.151451814,-0.298569945,-7.8543231,0.90380131,-4.5614597,0.94914387,-2.4869598,1.42419824,5.970993164,0.03441522,0.0413111,0.05695738,3.030357698,0.553109168,1.02512732,0.33433401,0.31876911,0.18807228,0.3696539,0.18800647,SN II
-9999.0,-19.129569,-19.987758,-20.102673,-9999.0,-9999.0,-9.027725844,0.585057674,-7.2543484,1.08000888,-2.2524794,1.28000768,-9999.0,3.93210699,0.04361031,0.04832418,-9999.0,-9999.0,1.033819614,0.330272853,0.37579302,0.17859027,0.35324172,0.17588113,SN Ia
-9999.0,-9999.0,-19.707074,-19.991871,-9999.0,-9999.0,-9999.0,-9999.0,-7.759120493,1.138080309,-2.5001141,1.37002068,-9999.0,-9999.0,18.2402547,0.1188574,-9999.0,-9999.0,-9999.0,-9999.0,0.393787088,0.193693227,0.36750854,0.1864447,SN Ia
-9999.0,-20.719038,-20.634855,-20.543666,-9999.0,-9999.0,-9.606631968,0.636738948,-5.530081137,1.30069137,-1.460346102,1.209418756,-9999.0,0.034696479,0.021900041,0.031789527,-9999.0,-9999.0,0.752463675,0.311680082,0.289093878,0.14690498,0.318749582,0.160116535,SN II
-18.754665,-19.097871,-18.643613,-18.612185,-4.9743177,0.35647926,-5.8567963,0.48705547,-2.0916164,0.65453232,-0.1235764,0.5716443,0.09655545,0.07869392,0.04712947,0.05948351,1.2042364,0.35756539,0.57153158,0.23646056,0.2501171,0.12784242,0.25795104,0.13515363,SN II
-9999.0,-19.246691,-19.601725,-19.566629,-9999.0,-9999.0,-7.0932152,0.4399711,-4.0679518,0.60730327,-0.7047422,0.69392818,-9999.0,0.02341516,0.02485225,0.03892104,-9999.0,-9999.0,0.73006363,0.24581785,0.28329911,0.1330134,0.27277348,0.14002999,SN Ia
-9999.0,-19.201722,-19.221561,-19.567501,-9999.0,-9999.0,-6.667999257,0.494038933,-3.367026879,0.71145293,-0.4718812,0.54816833,-9999.0,7.434608992,2.744081588,0.05163058,-9999.0,-9999.0,0.697267975,0.243551558,0.282233124,0.136626326,0.25899945,0.13734854,SN Ia
-17.251661,-18.189179,-18.945267,-19.125532,-7.64520754,-0.070620092,-5.998688211,0.793112684,-0.780463678,0.701192983,0.603143353,0.508225181,5.457080321,0.056895884,0.041455012,0.044071032,1.910052208,0.380839073,0.669905362,0.23178545,0.234941616,0.120590063,0.238175063,0.133596486,SN II
-9999.0,-19.055342,-19.838421,-19.870257,-9999.0,-9999.0,-8.6471953,0.55111596,-6.3468446,1.03421944,-1.8419657,1.11528005,-9999.0,0.06302839,0.04383444,0.0703628,-9999.0,-9999.0,0.93428207,0.29987911,0.34986312,0.16741934,0.33097907,0.17080401,SN Ia
-18.817352,-18.636576,-17.781643,-9999.0,-7.676258052,-0.077585456,-6.6513199,0.52651832,-3.589138767,0.733080708,-9999.0,-9999.0,9.779819071,0.05589806,3.656430779,-9999.0,1.941078083,0.385786419,0.69856926,0.24641015,0.287439538,0.139303511,-9999.0,-9999.0,SN II
